Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama,Şehir
2024,Mart,30,2024-03-30,Fatura Ödemesi,16.54,ATM,ATM Çekimi,İstanbul
2024,Mart,27,2024-03-27,Seyahat,121.95,ATM,ATM Çekimi,Ankara
2024,Mart,27,2024-03-27,ATM Çekimi,228.57,Seyahat,Tren,İstanbul
2024,Mart,16,2024-03-16,ATM Çekimi,198.82,Giyim,Zara,Ankara
2024,Mart,1,2024-03-01,Kafe,65.32,ATM,ATM Çekimi,İstanbul
2024,Mart,15,2024-03-15,ATM Çekimi,255.02,ATM,ATM Çekimi,Ankara
2024,Mart,16,2024-03-16,Kafe,169.85,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,29,2024-03-29,Fatura Ödemesi,369.1,ATM,ATM Çekimi,Ankara
2024,Mart,9,2024-03-09,Alışveriş,290.27,ATM,ATM Çekimi,İzmir
2024,Mart,15,2024-03-15,Seyahat,22.98,Seyahat,Tren,İzmir
2024,Mart,11,2024-03-11,Fatura Ödemesi,486.29,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,3,2024-03-03,Kafe,13.73,Giyim,H&M,Ankara
2024,Mart,16,2024-03-16,ATM Çekimi,474.97,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,8,2024-03-08,Fatura Ödemesi,31.06,Fatura Ödemesi,Su,İstanbul
2024,Mart,31,2024-03-31,Kafe,118.63,Kafe,Kahve Dünyası,Ankara
2024,Mart,25,2024-03-25,Kafe,420.31,Seyahat,Uçak,İstanbul
2024,Mart,2,2024-03-02,Fatura Ödemesi,378.93,ATM,ATM Çekimi,İstanbul
2024,Mart,21,2024-03-21,Kafe,153.29,Kafe,Starbucks,Ankara
2024,Mart,21,2024-03-21,Fatura Ödemesi,39.7,Seyahat,Otobüs,İstanbul
2024,Mart,9,2024-03-09,Kafe,360.67,Seyahat,Uçak,İstanbul
2024,Mart,15,2024-03-15,Kafe,481.05,Kafe,Gloria Jeans,Ankara
2024,Mart,25,2024-03-25,Seyahat,88.4,Seyahat,Otobüs,İstanbul
2024,Mart,17,2024-03-17,Alışveriş,251.58,ATM,ATM Çekimi,İstanbul
2024,Mart,20,2024-03-20,Fatura Ödemesi,156.2,Kafe,Starbucks,Ankara
2024,Mart,27,2024-03-27,Alışveriş,392.13,Kafe,Starbucks,Ankara
2024,Mart,22,2024-03-22,Fatura Ödemesi,324.6,Seyahat,Uçak,Ankara
2024,Mart,23,2024-03-23,ATM Çekimi,124.81,Seyahat,Uçak,İzmir
2024,Mart,25,2024-03-25,Kafe,152.1,Giyim,LC Waikiki,İzmir
2024,Mart,9,2024-03-09,ATM Çekimi,178.98,ATM,ATM Çekimi,İstanbul
2024,Mart,9,2024-03-09,Alışveriş,31.75,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,5,2024-03-05,Alışveriş,278.38,ATM,ATM Çekimi,İstanbul
2024,Mart,16,2024-03-16,Fatura Ödemesi,53.92,Seyahat,Tren,İzmir
2024,Mart,7,2024-03-07,Fatura Ödemesi,120.93,Seyahat,Tren,İzmir
2024,Mart,14,2024-03-14,ATM Çekimi,185.56,Giyim,Zara,İstanbul
2024,Mart,21,2024-03-21,ATM Çekimi,168.78,Kafe,Gloria Jeans,İzmir
2024,Mart,29,2024-03-29,ATM Çekimi,398.26,Giyim,H&M,İstanbul
2024,Mart,25,2024-03-25,Fatura Ödemesi,410.81,Seyahat,Tren,İzmir
2024,Mart,4,2024-03-04,Alışveriş,473.12,Kafe,Starbucks,İstanbul
2024,Mart,20,2024-03-20,Alışveriş,180.42,Seyahat,Tren,Ankara
2024,Mart,4,2024-03-04,Fatura Ödemesi,196.82,Kafe,Starbucks,İzmir
2024,Mart,31,2024-03-31,Fatura Ödemesi,212.35,Kafe,Starbucks,İzmir
2024,Mart,20,2024-03-20,ATM Çekimi,292.41,Kafe,Starbucks,Ankara
2024,Mart,26,2024-03-26,Fatura Ödemesi,55.99,Kafe,Starbucks,İzmir
2024,Mart,3,2024-03-03,Kafe,371.38,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,16,2024-03-16,Fatura Ödemesi,484.76,ATM,ATM Çekimi,İzmir
2024,Mart,31,2024-03-31,Alışveriş,499.65,Giyim,H&M,Ankara
2024,Mart,8,2024-03-08,Kafe,260.27,Kafe,Kahve Dünyası,İzmir
2024,Mart,1,2024-03-01,Alışveriş,305.16,ATM,ATM Çekimi,İzmir
2024,Mart,13,2024-03-13,ATM Çekimi,39.68,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,8,2024-03-08,Seyahat,178.72,Kafe,Gloria Jeans,İzmir
2024,Mart,8,2024-03-08,Kafe,103.61,Seyahat,Tren,Ankara
2024,Mart,14,2024-03-14,ATM Çekimi,351.67,Giyim,Zara,İstanbul
2024,Mart,2,2024-03-02,Seyahat,33.64,Kafe,Starbucks,İstanbul
2024,Mart,28,2024-03-28,ATM Çekimi,291.77,ATM,ATM Çekimi,İzmir
2024,Mart,8,2024-03-08,Kafe,149.39,Fatura Ödemesi,Su,İstanbul
2024,Mart,21,2024-03-21,Seyahat,473.97,ATM,ATM Çekimi,Ankara
2024,Mart,26,2024-03-26,Kafe,419.22,Seyahat,Otobüs,İzmir
2024,Mart,22,2024-03-22,Fatura Ödemesi,295.65,ATM,ATM Çekimi,Ankara
2024,Mart,2,2024-03-02,Kafe,56.36,Seyahat,Otobüs,İstanbul
2024,Mart,2,2024-03-02,Seyahat,222.66,Giyim,H&M,İzmir
2024,Mart,20,2024-03-20,Kafe,334.47,Kafe,Gloria Jeans,Ankara
2024,Mart,15,2024-03-15,Fatura Ödemesi,109.03,Giyim,LC Waikiki,İzmir
2024,Mart,14,2024-03-14,Seyahat,470.7,ATM,ATM Çekimi,İstanbul
2024,Mart,31,2024-03-31,Fatura Ödemesi,297.4,Seyahat,Tren,Ankara
2024,Mart,2,2024-03-02,Seyahat,123.88,Giyim,H&M,İstanbul
2024,Mart,16,2024-03-16,Fatura Ödemesi,360.88,Kafe,Kahve Dünyası,Ankara
2024,Mart,6,2024-03-06,Alışveriş,161.6,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,8,2024-03-08,Seyahat,498.63,Giyim,LC Waikiki,Ankara
2024,Mart,18,2024-03-18,Kafe,366.62,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,21,2024-03-21,Seyahat,312.48,Fatura Ödemesi,Su,Ankara
2024,Mart,19,2024-03-19,Alışveriş,498.79,Seyahat,Otobüs,İstanbul
2024,Mart,29,2024-03-29,Fatura Ödemesi,294.99,Giyim,LC Waikiki,İzmir
2024,Mart,23,2024-03-23,Kafe,390.9,Giyim,LC Waikiki,Ankara
2024,Mart,16,2024-03-16,Kafe,424.62,Fatura Ödemesi,Su,İzmir
2024,Mart,8,2024-03-08,Alışveriş,157.14,ATM,ATM Çekimi,Ankara
2024,Mart,11,2024-03-11,Seyahat,418.54,Seyahat,Otobüs,İstanbul
2024,Mart,6,2024-03-06,Seyahat,80.22,Giyim,LC Waikiki,Ankara
2024,Mart,7,2024-03-07,Kafe,482.42,Seyahat,Uçak,Ankara
2024,Mart,15,2024-03-15,Fatura Ödemesi,407.42,ATM,ATM Çekimi,İzmir
2024,Mart,22,2024-03-22,Alışveriş,455.09,Fatura Ödemesi,Su,İstanbul
2024,Mart,28,2024-03-28,ATM Çekimi,81.95,ATM,ATM Çekimi,Ankara
2024,Mart,21,2024-03-21,Fatura Ödemesi,471.46,ATM,ATM Çekimi,Ankara
2024,Mart,28,2024-03-28,Fatura Ödemesi,401.83,Giyim,H&M,İstanbul
2024,Mart,15,2024-03-15,Fatura Ödemesi,403.7,ATM,ATM Çekimi,Ankara
2024,Mart,7,2024-03-07,ATM Çekimi,242.94,Seyahat,Otobüs,İstanbul
2024,Mart,15,2024-03-15,ATM Çekimi,418.97,Seyahat,Uçak,Ankara
2024,Mart,25,2024-03-25,ATM Çekimi,84.98,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,8,2024-03-08,ATM Çekimi,131.64,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,7,2024-03-07,Seyahat,366.6,ATM,ATM Çekimi,İstanbul
2024,Mart,8,2024-03-08,ATM Çekimi,367.02,ATM,ATM Çekimi,Ankara
2024,Mart,26,2024-03-26,Alışveriş,237.44,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,12,2024-03-12,ATM Çekimi,52.69,Giyim,H&M,İzmir
2024,Mart,4,2024-03-04,Kafe,167.93,Seyahat,Uçak,Ankara
2024,Mart,28,2024-03-28,ATM Çekimi,189.45,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,29,2024-03-29,Fatura Ödemesi,347.97,Kafe,Gloria Jeans,İstanbul
2024,Mart,6,2024-03-06,ATM Çekimi,458.17,Kafe,Kahve Dünyası,İstanbul
2024,Mart,26,2024-03-26,Alışveriş,101.07,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,22,2024-03-22,ATM Çekimi,221.63,Giyim,LC Waikiki,Ankara
2024,Mart,14,2024-03-14,ATM Çekimi,328.89,ATM,ATM Çekimi,Ankara
2024,Mart,2,2024-03-02,Fatura Ödemesi,476.22,Kafe,Gloria Jeans,İstanbul
2024,Mart,7,2024-03-07,Alışveriş,213.63,Kafe,Starbucks,İstanbul
2024,Mart,11,2024-03-11,Fatura Ödemesi,311.07,Seyahat,Uçak,İstanbul
2024,Mart,22,2024-03-22,Kafe,230.81,ATM,ATM Çekimi,Ankara
2024,Mart,31,2024-03-31,Seyahat,305.38,Giyim,H&M,İzmir
2024,Mart,21,2024-03-21,ATM Çekimi,113.69,Fatura Ödemesi,Su,İstanbul
2024,Mart,2,2024-03-02,Fatura Ödemesi,330.69,Seyahat,Tren,Ankara
2024,Mart,28,2024-03-28,Fatura Ödemesi,95.28,Seyahat,Otobüs,İzmir
2024,Mart,2,2024-03-02,Alışveriş,381.91,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,26,2024-03-26,Fatura Ödemesi,381.67,Seyahat,Uçak,İzmir
2024,Mart,30,2024-03-30,Alışveriş,227.63,Giyim,Zara,Ankara
2024,Mart,19,2024-03-19,Seyahat,381.05,Seyahat,Uçak,İzmir
2024,Mart,7,2024-03-07,Kafe,241.28,Seyahat,Tren,İstanbul
2024,Mart,18,2024-03-18,Alışveriş,344.31,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,28,2024-03-28,ATM Çekimi,145.53,Seyahat,Tren,İstanbul
2024,Mart,18,2024-03-18,Alışveriş,152.35,Giyim,Zara,İzmir
2024,Mart,18,2024-03-18,Fatura Ödemesi,400.26,Kafe,Kahve Dünyası,Ankara
2024,Mart,27,2024-03-27,ATM Çekimi,118.72,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,16,2024-03-16,Alışveriş,81.58,Seyahat,Tren,Ankara
2024,Mart,22,2024-03-22,Fatura Ödemesi,476.96,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,21,2024-03-21,Alışveriş,408.4,Kafe,Starbucks,İzmir
2024,Mart,10,2024-03-10,ATM Çekimi,295.97,Kafe,Starbucks,İstanbul
2024,Mart,22,2024-03-22,Fatura Ödemesi,410.81,Seyahat,Uçak,İstanbul
2024,Mart,11,2024-03-11,Fatura Ödemesi,346.61,Kafe,Kahve Dünyası,İzmir
2024,Mart,29,2024-03-29,ATM Çekimi,273.99,Seyahat,Otobüs,Ankara
2024,Mart,12,2024-03-12,Kafe,28.37,Kafe,Gloria Jeans,İstanbul
2024,Mart,8,2024-03-08,Alışveriş,173.54,Seyahat,Uçak,İzmir
2024,Mart,31,2024-03-31,Fatura Ödemesi,239.01,ATM,ATM Çekimi,Ankara
2024,Mart,20,2024-03-20,Fatura Ödemesi,220.61,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,20,2024-03-20,Alışveriş,393.92,Seyahat,Otobüs,İzmir
2024,Mart,27,2024-03-27,Alışveriş,132.88,Seyahat,Otobüs,İstanbul
2024,Mart,21,2024-03-21,Kafe,182.49,Seyahat,Otobüs,İzmir
2024,Mart,16,2024-03-16,Seyahat,134.61,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,10,2024-03-10,Kafe,423.45,ATM,ATM Çekimi,Ankara
2024,Mart,21,2024-03-21,Seyahat,18.57,Kafe,Kahve Dünyası,İstanbul
2024,Mart,21,2024-03-21,Alışveriş,242.96,Seyahat,Uçak,Ankara
2024,Mart,14,2024-03-14,Fatura Ödemesi,98.69,Seyahat,Tren,İstanbul
2024,Mart,11,2024-03-11,Alışveriş,81.2,Fatura Ödemesi,Su,İstanbul
2024,Mart,21,2024-03-21,Kafe,52.45,Seyahat,Tren,İzmir
2024,Mart,14,2024-03-14,Seyahat,102.31,Fatura Ödemesi,Su,İstanbul
2024,Mart,26,2024-03-26,Kafe,425.33,Giyim,LC Waikiki,Ankara
2024,Mart,5,2024-03-05,ATM Çekimi,356.7,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,16,2024-03-16,Alışveriş,459.47,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,7,2024-03-07,ATM Çekimi,301.24,ATM,ATM Çekimi,İzmir
2024,Mart,22,2024-03-22,Alışveriş,26.42,ATM,ATM Çekimi,Ankara
2024,Mart,25,2024-03-25,ATM Çekimi,468.15,ATM,ATM Çekimi,İstanbul
2024,Mart,28,2024-03-28,Kafe,399.95,Giyim,LC Waikiki,Ankara
2024,Mart,26,2024-03-26,ATM Çekimi,204.74,Seyahat,Tren,Ankara
2024,Mart,20,2024-03-20,ATM Çekimi,230.0,ATM,ATM Çekimi,Ankara
2024,Mart,18,2024-03-18,Kafe,26.08,Kafe,Starbucks,İzmir
2024,Mart,22,2024-03-22,Seyahat,350.27,ATM,ATM Çekimi,Ankara
2024,Mart,14,2024-03-14,Seyahat,91.16,Seyahat,Uçak,Ankara
2024,Mart,18,2024-03-18,Alışveriş,276.64,Seyahat,Otobüs,İzmir
2024,Mart,1,2024-03-01,Seyahat,10.18,Giyim,Zara,İzmir
2024,Mart,23,2024-03-23,Seyahat,211.25,Giyim,H&M,İzmir
2024,Mart,18,2024-03-18,Seyahat,181.2,Fatura Ödemesi,Su,İstanbul
2024,Mart,20,2024-03-20,Seyahat,46.66,Seyahat,Tren,Ankara
2024,Mart,20,2024-03-20,Fatura Ödemesi,436.22,ATM,ATM Çekimi,Ankara
2024,Mart,23,2024-03-23,Fatura Ödemesi,225.99,Seyahat,Tren,İstanbul
2024,Mart,26,2024-03-26,ATM Çekimi,433.4,Fatura Ödemesi,Su,İstanbul
2024,Mart,25,2024-03-25,ATM Çekimi,342.17,Fatura Ödemesi,Su,İzmir
2024,Mart,11,2024-03-11,Alışveriş,198.05,Kafe,Gloria Jeans,İzmir
2024,Mart,30,2024-03-30,Alışveriş,345.57,Seyahat,Tren,İzmir
2024,Mart,2,2024-03-02,Kafe,444.44,Kafe,Kahve Dünyası,İzmir
2024,Mart,19,2024-03-19,ATM Çekimi,327.18,Giyim,Zara,Ankara
2024,Mart,7,2024-03-07,Kafe,216.68,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,25,2024-03-25,Seyahat,345.62,Kafe,Starbucks,Ankara
2024,Mart,22,2024-03-22,Kafe,297.77,ATM,ATM Çekimi,İzmir
2024,Mart,11,2024-03-11,Kafe,286.54,Fatura Ödemesi,Su,İzmir
2024,Mart,22,2024-03-22,Fatura Ödemesi,292.81,Seyahat,Tren,Ankara
2024,Mart,4,2024-03-04,Alışveriş,184.13,Seyahat,Uçak,İstanbul
2024,Mart,14,2024-03-14,Seyahat,304.38,Giyim,LC Waikiki,İzmir
2024,Mart,18,2024-03-18,Kafe,101.76,Fatura Ödemesi,Su,Ankara
2024,Mart,28,2024-03-28,Alışveriş,291.66,Kafe,Starbucks,İzmir
2024,Mart,29,2024-03-29,Kafe,467.65,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,8,2024-03-08,Alışveriş,52.53,Fatura Ödemesi,Su,İzmir
2024,Mart,19,2024-03-19,Seyahat,232.44,Kafe,Starbucks,İzmir
2024,Mart,20,2024-03-20,Fatura Ödemesi,182.77,Seyahat,Otobüs,İstanbul
2024,Mart,31,2024-03-31,Kafe,235.2,Seyahat,Uçak,İzmir
2024,Mart,12,2024-03-12,ATM Çekimi,213.36,ATM,ATM Çekimi,İstanbul
2024,Mart,25,2024-03-25,Fatura Ödemesi,19.39,Seyahat,Otobüs,İstanbul
2024,Mart,10,2024-03-10,Fatura Ödemesi,276.2,Fatura Ödemesi,Su,İzmir
2024,Mart,21,2024-03-21,ATM Çekimi,184.56,Seyahat,Tren,Ankara
2024,Mart,3,2024-03-03,Seyahat,429.23,ATM,ATM Çekimi,İstanbul
2024,Mart,19,2024-03-19,Alışveriş,159.24,Giyim,LC Waikiki,İstanbul
2024,Mart,31,2024-03-31,Kafe,42.6,ATM,ATM Çekimi,Ankara
2024,Mart,30,2024-03-30,Kafe,244.86,Fatura Ödemesi,Su,Ankara
2024,Mart,1,2024-03-01,Seyahat,37.34,Fatura Ödemesi,Su,İzmir
2024,Mart,3,2024-03-03,Kafe,99.24,Seyahat,Otobüs,İzmir
2024,Mart,11,2024-03-11,Seyahat,188.24,Kafe,Kahve Dünyası,Ankara
2024,Mart,4,2024-03-04,ATM Çekimi,293.54,Fatura Ödemesi,Su,İstanbul
2024,Mart,21,2024-03-21,Alışveriş,337.42,ATM,ATM Çekimi,İstanbul
2024,Mart,9,2024-03-09,Fatura Ödemesi,452.62,Kafe,Gloria Jeans,Ankara
2024,Mart,6,2024-03-06,ATM Çekimi,90.13,Kafe,Kahve Dünyası,İstanbul
2024,Mart,11,2024-03-11,Fatura Ödemesi,200.07,Seyahat,Uçak,Ankara
2024,Mart,23,2024-03-23,ATM Çekimi,417.43,Kafe,Starbucks,İzmir
2024,Mart,30,2024-03-30,ATM Çekimi,160.91,Kafe,Gloria Jeans,İzmir
2024,Mart,31,2024-03-31,Kafe,325.02,Kafe,Kahve Dünyası,İzmir
2024,Mart,9,2024-03-09,ATM Çekimi,112.39,Kafe,Starbucks,İzmir
2024,Mart,17,2024-03-17,Seyahat,431.78,ATM,ATM Çekimi,Ankara
2024,Mart,11,2024-03-11,Alışveriş,429.68,Seyahat,Uçak,İstanbul
2024,Mart,22,2024-03-22,Alışveriş,217.3,Seyahat,Tren,Ankara
2024,Mart,15,2024-03-15,Alışveriş,52.62,ATM,ATM Çekimi,İzmir
2024,Mart,19,2024-03-19,Kafe,178.27,ATM,ATM Çekimi,İzmir
2024,Mart,25,2024-03-25,Alışveriş,409.77,Seyahat,Uçak,İstanbul
2024,Mart,13,2024-03-13,Fatura Ödemesi,251.75,Kafe,Starbucks,İstanbul
2024,Mart,25,2024-03-25,Alışveriş,481.72,Kafe,Kahve Dünyası,İstanbul
2024,Mart,17,2024-03-17,Alışveriş,58.52,Kafe,Gloria Jeans,Ankara
2024,Mart,6,2024-03-06,Fatura Ödemesi,387.34,ATM,ATM Çekimi,İzmir
2024,Mart,2,2024-03-02,Fatura Ödemesi,95.91,Seyahat,Tren,İstanbul
2024,Mart,19,2024-03-19,Alışveriş,172.93,Kafe,Gloria Jeans,İzmir
2024,Mart,16,2024-03-16,Alışveriş,53.05,Kafe,Gloria Jeans,Ankara
2024,Mart,22,2024-03-22,Fatura Ödemesi,14.46,ATM,ATM Çekimi,İzmir
2024,Mart,23,2024-03-23,Kafe,222.92,Kafe,Kahve Dünyası,Ankara
2024,Mart,16,2024-03-16,Kafe,347.38,Giyim,LC Waikiki,İstanbul
2024,Mart,11,2024-03-11,Alışveriş,183.45,Fatura Ödemesi,Su,İzmir
2024,Mart,18,2024-03-18,Fatura Ödemesi,129.38,Seyahat,Otobüs,Ankara
2024,Mart,25,2024-03-25,Kafe,246.34,Fatura Ödemesi,Su,Ankara
2024,Mart,7,2024-03-07,Fatura Ödemesi,451.2,Seyahat,Tren,Ankara
2024,Mart,15,2024-03-15,Kafe,104.83,Kafe,Gloria Jeans,İstanbul
2024,Mart,23,2024-03-23,Fatura Ödemesi,56.3,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,2,2024-03-02,Seyahat,91.5,ATM,ATM Çekimi,İzmir
2024,Mart,24,2024-03-24,Alışveriş,333.79,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,6,2024-03-06,Seyahat,482.06,Kafe,Gloria Jeans,İzmir
2024,Mart,25,2024-03-25,Alışveriş,333.98,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,8,2024-03-08,ATM Çekimi,408.37,Giyim,H&M,Ankara
2024,Mart,22,2024-03-22,ATM Çekimi,117.85,ATM,ATM Çekimi,İstanbul
2024,Mart,27,2024-03-27,Alışveriş,227.68,Seyahat,Uçak,Ankara
2024,Mart,8,2024-03-08,Kafe,272.21,Kafe,Gloria Jeans,İzmir
2024,Mart,31,2024-03-31,Fatura Ödemesi,203.65,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,6,2024-03-06,Alışveriş,25.79,Seyahat,Uçak,İzmir
2024,Mart,3,2024-03-03,Seyahat,209.96,ATM,ATM Çekimi,İstanbul
2024,Mart,28,2024-03-28,Fatura Ödemesi,471.57,Seyahat,Otobüs,İzmir
2024,Mart,5,2024-03-05,ATM Çekimi,410.16,ATM,ATM Çekimi,İzmir
2024,Mart,23,2024-03-23,ATM Çekimi,36.21,ATM,ATM Çekimi,Ankara
2024,Mart,28,2024-03-28,Seyahat,109.81,Kafe,Gloria Jeans,İzmir
2024,Mart,31,2024-03-31,Kafe,190.88,Giyim,H&M,İzmir
2024,Mart,16,2024-03-16,Fatura Ödemesi,477.76,Giyim,LC Waikiki,İzmir
2024,Mart,24,2024-03-24,Kafe,441.6,Giyim,Zara,Ankara
2024,Mart,24,2024-03-24,ATM Çekimi,29.74,Kafe,Starbucks,Ankara
2024,Mart,13,2024-03-13,ATM Çekimi,113.39,ATM,ATM Çekimi,İzmir
2024,Mart,25,2024-03-25,Kafe,490.84,Giyim,H&M,Ankara
2024,Mart,10,2024-03-10,ATM Çekimi,409.83,Kafe,Gloria Jeans,Ankara
2024,Mart,11,2024-03-11,Alışveriş,473.35,Seyahat,Uçak,İzmir
2024,Mart,19,2024-03-19,Fatura Ödemesi,255.5,Kafe,Gloria Jeans,İzmir
2024,Mart,6,2024-03-06,Seyahat,453.59,Kafe,Kahve Dünyası,İzmir
2024,Mart,26,2024-03-26,ATM Çekimi,311.2,Kafe,Gloria Jeans,İzmir
2024,Mart,23,2024-03-23,Alışveriş,462.29,Giyim,LC Waikiki,Ankara
2024,Mart,23,2024-03-23,Fatura Ödemesi,187.44,Fatura Ödemesi,Su,İstanbul
2024,Mart,3,2024-03-03,ATM Çekimi,82.03,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,24,2024-03-24,Fatura Ödemesi,216.35,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,6,2024-03-06,Fatura Ödemesi,338.85,Kafe,Starbucks,İzmir
2024,Mart,18,2024-03-18,Fatura Ödemesi,244.31,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,4,2024-03-04,ATM Çekimi,171.1,Seyahat,Tren,İzmir
2024,Mart,10,2024-03-10,Seyahat,411.77,Giyim,Zara,İstanbul
2024,Mart,4,2024-03-04,Fatura Ödemesi,263.25,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,11,2024-03-11,Alışveriş,279.23,ATM,ATM Çekimi,İstanbul
2024,Mart,26,2024-03-26,Fatura Ödemesi,216.65,ATM,ATM Çekimi,İstanbul
2024,Mart,28,2024-03-28,Kafe,14.37,Seyahat,Tren,İzmir
2024,Mart,4,2024-03-04,ATM Çekimi,143.79,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,24,2024-03-24,Alışveriş,158.2,Seyahat,Tren,Ankara
2024,Mart,30,2024-03-30,Fatura Ödemesi,208.17,Kafe,Kahve Dünyası,İstanbul
2024,Mart,30,2024-03-30,ATM Çekimi,19.45,Seyahat,Tren,İzmir
2024,Mart,21,2024-03-21,Alışveriş,331.1,Giyim,Zara,İstanbul
2024,Mart,17,2024-03-17,ATM Çekimi,141.26,Kafe,Kahve Dünyası,Ankara
2024,Mart,22,2024-03-22,Alışveriş,368.71,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,2,2024-03-02,Alışveriş,167.8,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,20,2024-03-20,Seyahat,214.53,Fatura Ödemesi,Su,Ankara
2024,Mart,10,2024-03-10,Seyahat,153.84,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,23,2024-03-23,Alışveriş,184.29,ATM,ATM Çekimi,Ankara
2024,Mart,23,2024-03-23,Fatura Ödemesi,280.46,ATM,ATM Çekimi,İzmir
2024,Mart,21,2024-03-21,Kafe,233.08,Seyahat,Otobüs,İstanbul
2024,Mart,27,2024-03-27,ATM Çekimi,252.82,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,2,2024-03-02,Kafe,236.61,Kafe,Starbucks,İzmir
2024,Mart,5,2024-03-05,Alışveriş,488.94,Giyim,Zara,Ankara
2024,Mart,1,2024-03-01,Kafe,324.77,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,28,2024-03-28,Seyahat,475.46,ATM,ATM Çekimi,Ankara
2024,Mart,16,2024-03-16,Alışveriş,107.03,Kafe,Starbucks,İzmir
2024,Mart,29,2024-03-29,Fatura Ödemesi,398.63,Giyim,LC Waikiki,Ankara
2024,Mart,12,2024-03-12,Kafe,203.28,Giyim,LC Waikiki,İzmir
2024,Mart,20,2024-03-20,ATM Çekimi,256.09,ATM,ATM Çekimi,İstanbul
2024,Mart,30,2024-03-30,Kafe,341.99,Seyahat,Uçak,Ankara
2024,Mart,10,2024-03-10,Seyahat,367.56,Fatura Ödemesi,Su,İstanbul
2024,Mart,14,2024-03-14,Kafe,276.18,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,5,2024-03-05,Fatura Ödemesi,349.35,ATM,ATM Çekimi,İzmir
2024,Mart,5,2024-03-05,Kafe,458.57,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,28,2024-03-28,Fatura Ödemesi,65.58,Kafe,Gloria Jeans,Ankara
2024,Mart,16,2024-03-16,ATM Çekimi,116.03,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,11,2024-03-11,Seyahat,17.01,Fatura Ödemesi,Su,İzmir
2024,Mart,9,2024-03-09,Alışveriş,238.34,Seyahat,Uçak,İzmir
2024,Mart,12,2024-03-12,ATM Çekimi,100.95,Kafe,Kahve Dünyası,İstanbul
2024,Mart,29,2024-03-29,Fatura Ödemesi,334.59,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,5,2024-03-05,ATM Çekimi,237.27,ATM,ATM Çekimi,İstanbul
2024,Mart,19,2024-03-19,Fatura Ödemesi,448.02,Kafe,Gloria Jeans,Ankara
2024,Mart,13,2024-03-13,Seyahat,339.96,Kafe,Kahve Dünyası,Ankara
2024,Mart,13,2024-03-13,ATM Çekimi,203.95,Seyahat,Uçak,Ankara
2024,Mart,19,2024-03-19,ATM Çekimi,390.7,Seyahat,Uçak,İzmir
2024,Mart,25,2024-03-25,ATM Çekimi,396.18,Seyahat,Otobüs,Ankara
2024,Mart,8,2024-03-08,Kafe,278.24,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,19,2024-03-19,Alışveriş,51.23,Seyahat,Otobüs,İstanbul
2024,Mart,22,2024-03-22,Kafe,401.95,Fatura Ödemesi,Su,İzmir
2024,Mart,23,2024-03-23,Kafe,438.58,Kafe,Kahve Dünyası,Ankara
2024,Mart,28,2024-03-28,ATM Çekimi,452.32,Fatura Ödemesi,Doğalgaz,İstanbul
