Yıl,Ay,Gün,Tarih,Saat,İşlem Türü,Harcama Kategorisi,Şehir,Tutar
2023,Kasım,8,2023-11-08,20:48,Ulaşım,Taksi,İstanbul,485.18
2023,Ocak,6,2023-01-06,04:44,Giyim,Zara,Ankara,863.82
2023,Temmuz,21,2023-07-21,13:49,Restoran,Fast Food,İzmir,198.61
2024,Mayıs,2,2024-05-02,12:03,Ulaşım,Benzin,İstanbul,263.12
2023,Kasım,14,2023-11-24,22:07,Fatura,İnternet,İzmir,84.0
2024,Nisan,21,2024-04-21,14:48,Restoran,Fast Food,İstanbul,170.32
2023,Ekim,9,2023-10-09,09:47,Ulaşım,Otobüs,Ankara,118.9
2022,Mart,20,2022-03-20,08:52,Ulaşım,Taksi,Ankara,154.06
2024,Haziran,12,2024-06-12,19:08,Giyim,LC Waikiki,İstanbul,866.06
2024,Ocak,21,2024-01-24,23:42,Fatura,Elektrik,İstanbul,100.0
2023,Eylül,14,2023-09-14,09:12,Giyim,Zara,Ankara,996.72
2022,Ocak,25,2022-01-15,14:51,Fatura,İnternet,İzmir,88.0
2024,Ocak,22,2024-01-22,14:41,Restoran,Kebap,Ankara,175.87
2022,Kasım,13,2022-11-10,02:52,Fatura,Elektrik,İzmir,110.0
2024,Ocak,4,2024-01-04,01:22,Giyim,LC Waikiki,İstanbul,752.62
2024,Mart,16,2024-03-17,10:56,Fatura,İnternet,İzmir,80.0
2023,Ekim,20,2023-10-05,11:09,Fatura,Su,Ankara,52.5
2022,Ekim,25,2022-10-25,20:05,Ulaşım,Otobüs,İstanbul,12.54
2024,Nisan,16,2024-04-16,11:37,Ulaşım,Benzin,İzmir,386.88
2023,Ekim,8,2023-10-08,09:54,Ulaşım,Otobüs,İstanbul,321.71
2024,Mart,4,2024-03-04,13:20,Restoran,Kebap,Ankara,105.94
2022,Mayıs,14,2022-05-16,19:39,Fatura,İnternet,İzmir,88.0
2024,Temmuz,25,2024-07-25,09:37,Giyim,H&M,İzmir,800.19
2024,Temmuz,12,2024-07-12,11:45,Ulaşım,Benzin,Ankara,173.76
2023,Nisan,25,2023-04-27,14:34,Fatura,İnternet,Ankara,84.0
2022,Temmuz,25,2022-07-25,13:16,Giyim,LC Waikiki,Ankara,925.07
2022,Eylül,10,2022-09-06,06:35,Fatura,Su,İzmir,55.0
2024,Şubat,4,2024-02-04,15:20,Giyim,H&M,İstanbul,364.64
2023,Kasım,7,2023-11-07,21:19,Ulaşım,Taksi,İzmir,239.15
2023,Ocak,8,2023-01-08,14:16,Restoran,Pizza,Ankara,87.11
2022,Aralık,16,2022-12-21,16:44,Fatura,Elektrik,Ankara,110.0
2024,Şubat,27,2024-02-14,01:31,Fatura,Su,İstanbul,50.0
2023,Haziran,9,2023-06-16,16:08,Fatura,Su,Ankara,52.5
2022,Haziran,14,2022-06-14,15:31,Ulaşım,Taksi,İzmir,160.96
2024,Ocak,15,2024-01-15,15:01,Ulaşım,Otobüs,İzmir,400.03
2024,Mart,9,2024-03-09,09:04,Giyim,Zara,İstanbul,647.61
2022,Ekim,25,2022-10-13,12:26,Fatura,İnternet,İstanbul,88.0
2022,Nisan,28,2022-04-06,04:56,Fatura,Su,Ankara,55.0
2023,Ağustos,27,2023-08-27,19:26,Giyim,LC Waikiki,İstanbul,64.64
2024,Mart,10,2024-03-10,11:18,Ulaşım,Benzin,Ankara,467.43
2024,Mart,20,2024-03-20,06:34,Giyim,LC Waikiki,İzmir,939.53
2024,Temmuz,8,2024-07-09,14:14,Fatura,Elektrik,İstanbul,100.0
2023,Temmuz,4,2023-07-04,07:05,Giyim,H&M,Ankara,816.92
2022,Eylül,4,2022-09-04,13:02,Ulaşım,Benzin,İstanbul,213.64
2024,Nisan,24,2024-04-17,22:35,Fatura,İnternet,İzmir,80.0
2022,Kasım,17,2022-11-17,03:22,Giyim,LC Waikiki,Ankara,307.46
2024,Mart,15,2024-03-15,12:10,Restoran,Fast Food,İstanbul,93.09
2024,Şubat,27,2024-02-11,10:40,Fatura,Su,Ankara,50.0
2022,Ekim,25,2022-10-02,13:21,Fatura,Su,Ankara,55.0
2024,Nisan,3,2024-04-03,16:06,Giyim,H&M,İzmir,688.24
2024,Temmuz,8,2024-07-27,07:15,Fatura,Elektrik,İzmir,100.0
2024,Temmuz,8,2024-07-28,19:46,Fatura,Elektrik,İzmir,100.0
2024,Mart,26,2024-03-26,19:09,Ulaşım,Taksi,İstanbul,55.86
2023,Mart,26,2023-03-01,21:11,Fatura,İnternet,İzmir,84.0
2024,Nisan,27,2024-04-27,09:48,Giyim,H&M,İzmir,577.29
2024,Ocak,1,2024-01-01,14:41,Restoran,Fast Food,Ankara,185.35
2023,Ekim,11,2023-10-11,20:01,Giyim,LC Waikiki,İstanbul,564.87
2023,Ağustos,11,2023-08-11,10:52,Giyim,LC Waikiki,Ankara,418.69
2023,Mayıs,7,2023-05-12,13:55,Fatura,Elektrik,İstanbul,105.0
2022,Ağustos,3,2022-08-03,16:56,Giyim,H&M,Ankara,410.84
2024,Mayıs,27,2024-05-27,06:43,Giyim,LC Waikiki,İzmir,519.74
2022,Ocak,25,2022-01-16,23:35,Fatura,İnternet,İzmir,88.0
2022,Kasım,10,2022-11-10,23:27,Giyim,H&M,İstanbul,419.44
2024,Ocak,8,2024-01-08,12:26,Restoran,Kebap,İzmir,179.0
2024,Mart,27,2024-03-27,14:18,Restoran,Pizza,Ankara,195.15
2023,Ocak,22,2023-01-22,22:49,Ulaşım,Otobüs,İstanbul,367.23
2024,Mayıs,27,2024-05-27,11:40,Ulaşım,Benzin,İzmir,295.97
2024,Mayıs,14,2024-05-14,01:05,Giyim,H&M,İzmir,934.96
2022,Nisan,21,2022-04-21,14:28,Ulaşım,Taksi,İzmir,18.53
2023,Ağustos,28,2023-08-28,19:20,Giyim,Zara,İstanbul,279.11
2022,Mayıs,26,2022-05-26,13:39,Restoran,Kebap,İstanbul,160.69
2024,Ocak,27,2024-01-27,14:00,Ulaşım,Taksi,Ankara,78.77
2023,Ocak,20,2023-01-20,04:24,Giyim,LC Waikiki,İzmir,443.54
2022,Kasım,10,2022-11-10,08:10,Giyim,H&M,Ankara,678.54
2022,Nisan,20,2022-04-20,15:38,Giyim,LC Waikiki,İzmir,900.47
2023,Şubat,25,2023-02-25,14:20,Restoran,Pizza,İstanbul,121.45
2024,Haziran,12,2024-06-12,11:13,Giyim,Zara,Ankara,254.43
2024,Temmuz,15,2024-07-15,22:04,Giyim,H&M,Ankara,177.61
2023,Mart,1,2023-03-01,15:04,Ulaşım,Otobüs,Ankara,300.54
2022,Şubat,6,2022-02-24,04:34,Fatura,İnternet,İzmir,88.0
2022,Aralık,15,2022-12-15,15:17,Giyim,H&M,İzmir,750.94
2024,Şubat,9,2024-02-09,21:30,Ulaşım,Otobüs,İzmir,117.15
2022,Mart,6,2022-03-06,12:21,Ulaşım,Benzin,İzmir,36.98
2022,Mayıs,15,2022-05-15,22:42,Ulaşım,Taksi,İzmir,290.07
2023,Temmuz,15,2023-07-15,13:12,Restoran,Fast Food,İstanbul,98.84
2023,Kasım,14,2023-11-18,23:56,Fatura,Su,Ankara,52.5
2023,Nisan,25,2023-04-23,06:03,Fatura,Su,İstanbul,52.5
2024,Mayıs,27,2024-05-27,22:49,Giyim,LC Waikiki,Ankara,399.89
2023,Ocak,9,2023-01-12,08:16,Fatura,Su,İstanbul,52.5
2022,Ekim,26,2022-10-26,15:18,Giyim,H&M,İzmir,82.68
2024,Haziran,19,2024-06-19,13:38,Ulaşım,Benzin,İstanbul,224.86
2022,Mart,8,2022-03-22,01:51,Fatura,Su,İzmir,55.0
2023,Eylül,19,2023-09-19,12:16,Restoran,Pizza,İzmir,70.0
2024,Haziran,27,2024-06-27,21:39,Ulaşım,Taksi,Ankara,235.34
2024,Haziran,26,2024-06-26,00:22,Giyim,H&M,İzmir,943.11
2024,Nisan,24,2024-04-21,19:13,Fatura,Elektrik,Ankara,100.0
2022,Ekim,13,2022-10-13,14:44,Ulaşım,Taksi,İstanbul,185.63
2023,Haziran,24,2023-06-24,12:11,Ulaşım,Benzin,İzmir,332.99
2023,Mayıs,9,2023-05-09,21:19,Ulaşım,Taksi,İzmir,265.03
2023,Ağustos,26,2023-08-26,17:10,Giyim,Zara,İstanbul,101.52
2024,Mart,8,2024-03-08,18:24,Ulaşım,Otobüs,İzmir,371.05
2022,Şubat,13,2022-02-13,13:10,Restoran,Pizza,İzmir,142.55
2024,Temmuz,14,2024-07-14,21:59,Giyim,H&M,Ankara,732.31
2022,Haziran,9,2022-06-09,04:49,Ulaşım,Taksi,İzmir,393.6
2024,Mart,1,2024-03-01,09:36,Giyim,LC Waikiki,Ankara,503.98
2023,Haziran,14,2023-06-14,17:48,Giyim,Zara,İstanbul,424.1
2022,Kasım,18,2022-11-18,13:37,Restoran,Kebap,İzmir,175.2
2023,Ağustos,25,2023-08-16,11:10,Fatura,Elektrik,Ankara,105.0
2023,Aralık,23,2023-12-23,04:00,Giyim,H&M,Ankara,927.67
2023,Şubat,4,2023-02-04,12:20,Restoran,Kebap,İzmir,197.86
2024,Mart,20,2024-03-20,05:39,Giyim,H&M,İzmir,592.28
2022,Temmuz,21,2022-07-21,14:37,Restoran,Pizza,İstanbul,177.14
2024,Mayıs,3,2024-05-03,13:07,Ulaşım,Benzin,İstanbul,287.35
2023,Haziran,3,2023-06-03,12:57,Restoran,Pizza,İzmir,72.07
2022,Nisan,14,2022-04-14,13:37,Ulaşım,Benzin,İzmir,452.13
2022,Nisan,7,2022-04-07,15:59,Giyim,Zara,Ankara,399.38
2022,Ekim,1,2022-10-01,02:00,Giyim,Zara,İstanbul,709.13
2022,Kasım,13,2022-11-02,06:56,Fatura,İnternet,Ankara,88.0
2024,Mart,7,2024-03-07,11:26,Ulaşım,Benzin,Ankara,139.34
2024,Temmuz,27,2024-07-27,13:51,Restoran,Pizza,İzmir,22.02
2024,Mayıs,7,2024-05-27,01:40,Fatura,Su,İzmir,50.0
2023,Mayıs,16,2023-05-16,07:59,Ulaşım,Otobüs,İzmir,88.45
2024,Şubat,11,2024-02-11,12:57,Restoran,Fast Food,İstanbul,73.79
2023,Nisan,8,2023-04-08,21:29,Giyim,H&M,İzmir,700.16
2022,Haziran,1,2022-06-06,03:22,Fatura,Su,Ankara,55.0
2023,Nisan,1,2023-04-01,13:03,Ulaşım,Benzin,İzmir,310.91
2024,Nisan,4,2024-04-04,11:33,Ulaşım,Taksi,Ankara,74.69
2022,Nisan,9,2022-04-09,14:07,Restoran,Fast Food,İstanbul,63.7
2022,Ekim,1,2022-10-01,06:31,Giyim,H&M,İstanbul,360.16
2022,Kasım,25,2022-11-25,09:12,Giyim,H&M,Ankara,427.28
2022,Mayıs,20,2022-05-20,06:12,Ulaşım,Otobüs,Ankara,439.09
2022,Haziran,26,2022-06-26,21:24,Giyim,H&M,Ankara,692.78
2024,Haziran,25,2024-06-25,13:49,Restoran,Fast Food,İstanbul,191.95
2024,Mart,9,2024-03-09,19:24,Giyim,Zara,İzmir,675.9
2022,Ağustos,25,2022-08-25,09:59,Giyim,LC Waikiki,İzmir,455.66
2022,Aralık,16,2022-12-17,04:15,Fatura,İnternet,Ankara,88.0
2024,Haziran,24,2024-06-05,18:18,Fatura,Elektrik,Ankara,100.0
2023,Ocak,14,2023-01-14,02:58,Giyim,LC Waikiki,Ankara,463.36
2023,Haziran,9,2023-06-11,11:22,Fatura,Elektrik,İzmir,105.0
2024,Mayıs,7,2024-05-20,15:18,Fatura,İnternet,Ankara,80.0
2023,Nisan,4,2023-04-04,19:32,Giyim,Zara,İstanbul,249.93
2024,Şubat,23,2024-02-23,14:26,Ulaşım,Taksi,Ankara,341.96
2022,Temmuz,12,2022-07-04,17:14,Fatura,İnternet,Ankara,88.0
2024,Mart,23,2024-03-23,06:25,Giyim,Zara,Ankara,317.42
2023,Kasım,23,2023-11-23,03:57,Giyim,H&M,İstanbul,219.24
2023,Mayıs,3,2023-05-03,13:26,Restoran,Fast Food,Ankara,198.79
2023,Ağustos,6,2023-08-06,12:20,Restoran,Pizza,İstanbul,59.92
2023,Ocak,15,2023-01-15,08:58,Ulaşım,Otobüs,İzmir,396.02
2024,Nisan,12,2024-04-12,14:04,Restoran,Fast Food,Ankara,35.74
2022,Kasım,27,2022-11-27,15:50,Giyim,Zara,İstanbul,263.13
2023,Şubat,19,2023-02-19,04:54,Ulaşım,Otobüs,Ankara,372.11
2023,Nisan,25,2023-04-04,17:19,Fatura,Su,Ankara,52.5
2022,Ekim,13,2022-10-13,13:37,Ulaşım,Otobüs,Ankara,101.86
2024,Nisan,23,2024-04-23,13:33,Restoran,Pizza,İstanbul,100.54
2024,Haziran,4,2024-06-04,14:49,Restoran,Kebap,İstanbul,75.99
2022,Nisan,24,2022-04-24,14:16,Restoran,Fast Food,Ankara,72.34
2022,Haziran,12,2022-06-12,14:02,Restoran,Fast Food,İstanbul,53.33
2023,Ağustos,23,2023-08-23,13:46,Restoran,Fast Food,İstanbul,127.64
2023,Mayıs,19,2023-05-19,13:43,Restoran,Kebap,Ankara,61.17
2023,Mart,5,2023-03-05,14:34,Restoran,Kebap,Ankara,39.26
2024,Şubat,26,2024-02-26,09:36,Ulaşım,Otobüs,İzmir,426.01
2024,Şubat,23,2024-02-23,14:02,Restoran,Pizza,İzmir,162.09
2023,Eylül,5,2023-09-05,11:06,Ulaşım,Benzin,Ankara,111.95
2024,Temmuz,8,2024-07-16,07:49,Fatura,Su,Ankara,50.0
2022,Mayıs,12,2022-05-12,04:37,Ulaşım,Taksi,Ankara,390.87
2024,Şubat,28,2024-02-28,13:01,Restoran,Fast Food,İstanbul,98.87
2023,Ağustos,11,2023-08-11,14:12,Giyim,H&M,İstanbul,104.52
2022,Eylül,15,2022-09-15,13:39,Restoran,Fast Food,Ankara,32.44
2022,Temmuz,13,2022-07-13,11:09,Giyim,LC Waikiki,İstanbul,174.6
2022,Ağustos,13,2022-08-01,03:23,Fatura,Elektrik,Ankara,110.0
2024,Temmuz,25,2024-07-25,21:05,Giyim,H&M,İstanbul,704.57
2023,Şubat,17,2023-02-17,09:05,Giyim,LC Waikiki,İstanbul,552.92
2023,Ocak,15,2023-01-15,03:15,Giyim,Zara,İzmir,88.72
2024,Ocak,17,2024-01-17,10:27,Ulaşım,Otobüs,İstanbul,426.38
2023,Mayıs,4,2023-05-04,14:15,Restoran,Fast Food,İzmir,108.57
2024,Haziran,2,2024-06-02,21:14,Ulaşım,Taksi,Ankara,359.49
2022,Kasım,15,2022-11-15,12:53,Restoran,Fast Food,İzmir,157.69
2022,Ocak,25,2022-01-20,21:43,Fatura,Elektrik,Ankara,110.0
2023,Ekim,11,2023-10-11,13:29,Ulaşım,Benzin,İzmir,175.05
2024,Şubat,3,2024-02-03,14:43,Restoran,Pizza,İstanbul,30.63
2024,Mart,20,2024-03-20,11:41,Giyim,Zara,İstanbul,755.65
2022,Mart,8,2022-03-07,01:39,Fatura,Su,İstanbul,55.0
2022,Ekim,25,2022-10-02,03:18,Fatura,İnternet,İstanbul,88.0
2022,Kasım,10,2022-11-10,02:55,Giyim,H&M,İzmir,229.05
2022,Mart,13,2022-03-13,12:33,Restoran,Kebap,İzmir,155.56
2022,Eylül,20,2022-09-20,13:25,Restoran,Kebap,İzmir,188.81
2022,Eylül,10,2022-09-15,07:12,Fatura,Su,Ankara,55.0
2023,Ocak,9,2023-01-17,17:28,Fatura,Su,İstanbul,52.5
2024,Mart,8,2024-03-08,17:30,Giyim,H&M,Ankara,558.7
2023,Mart,20,2023-03-20,01:55,Ulaşım,Otobüs,İzmir,486.62
2023,Aralık,13,2023-12-13,13:40,Restoran,Pizza,İzmir,54.77
2022,Ağustos,8,2022-08-08,04:57,Giyim,LC Waikiki,İstanbul,989.47
2022,Aralık,18,2022-12-18,12:37,Restoran,Fast Food,İstanbul,121.29
2023,Haziran,2,2023-06-02,14:58,Giyim,Zara,İzmir,63.51
2024,Nisan,28,2024-04-28,16:45,Giyim,LC Waikiki,İstanbul,176.53
2023,Aralık,17,2023-12-17,11:53,Ulaşım,Benzin,İstanbul,348.41
2022,Nisan,28,2022-04-11,17:22,Fatura,İnternet,Ankara,88.0
2022,Temmuz,25,2022-07-25,13:22,Giyim,H&M,İstanbul,129.84
2022,Haziran,21,2022-06-21,05:18,Giyim,Zara,İstanbul,317.72
2024,Mart,1,2024-03-01,12:43,Ulaşım,Benzin,Ankara,444.69
2022,Ekim,25,2022-10-17,17:04,Fatura,Su,İstanbul,55.0
2022,Haziran,15,2022-06-15,15:30,Giyim,H&M,İzmir,672.87
2022,Ocak,19,2022-01-19,19:04,Giyim,H&M,Ankara,309.64
2024,Şubat,24,2024-02-24,14:31,Restoran,Fast Food,İstanbul,155.03
2022,Aralık,16,2022-12-16,05:38,Giyim,H&M,İstanbul,484.11
2022,Şubat,24,2022-02-24,12:48,Restoran,Kebap,İstanbul,31.07
2022,Ocak,25,2022-01-20,01:32,Fatura,Elektrik,Ankara,110.0
2023,Kasım,2,2023-11-02,11:04,Giyim,H&M,Ankara,315.14
2024,Mart,7,2024-03-07,04:54,Giyim,LC Waikiki,Ankara,955.26
2022,Mart,8,2022-03-28,13:29,Fatura,Su,İstanbul,55.0
2024,Mart,12,2024-03-12,09:29,Giyim,Zara,İzmir,826.11
2023,Ekim,2,2023-10-02,11:40,Ulaşım,Otobüs,İzmir,125.0
2023,Nisan,25,2023-04-01,16:00,Fatura,Elektrik,Ankara,105.0
2022,Temmuz,12,2022-07-07,16:41,Fatura,Su,İzmir,55.0
2022,Ağustos,13,2022-08-27,02:20,Fatura,Elektrik,İzmir,110.0
2022,Temmuz,12,2022-07-07,11:02,Fatura,Su,Ankara,55.0
2024,Şubat,25,2024-02-25,20:36,Giyim,H&M,Ankara,917.9
2023,Temmuz,13,2023-07-13,12:58,Restoran,Fast Food,Ankara,20.93
2023,Şubat,13,2023-02-13,12:41,Ulaşım,Benzin,İstanbul,226.86
2024,Ocak,24,2024-01-24,12:52,Restoran,Pizza,İzmir,53.38
2023,Temmuz,22,2023-07-22,12:38,Giyim,LC Waikiki,İzmir,298.69
2024,Nisan,24,2024-04-26,01:51,Fatura,Su,İzmir,50.0
2024,Nisan,24,2024-04-13,10:54,Fatura,Elektrik,İstanbul,100.0
2024,Haziran,27,2024-06-27,14:26,Restoran,Fast Food,İstanbul,163.69
2022,Nisan,26,2022-04-26,05:22,Giyim,Zara,Ankara,687.45
2024,Şubat,6,2024-02-06,14:36,Restoran,Fast Food,İstanbul,124.67
2023,Eylül,15,2023-09-15,08:53,Ulaşım,Taksi,Ankara,464.19
2023,Aralık,13,2023-12-13,14:43,Giyim,Zara,Ankara,95.67
2023,Mayıs,7,2023-05-10,02:40,Fatura,İnternet,Ankara,84.0
2022,Nisan,8,2022-04-08,14:16,Restoran,Kebap,İzmir,197.44
2022,Nisan,10,2022-04-10,12:56,Restoran,Fast Food,İstanbul,42.8
2022,Ocak,8,2022-01-08,17:02,Ulaşım,Taksi,Ankara,218.0
2024,Haziran,20,2024-06-20,08:43,Giyim,LC Waikiki,İstanbul,315.02
2024,Haziran,17,2024-06-17,02:32,Ulaşım,Otobüs,İzmir,189.98
2024,Ocak,12,2024-01-12,09:39,Giyim,H&M,Ankara,730.81
2022,Kasım,2,2022-11-02,12:14,Restoran,Pizza,İzmir,94.09
2024,Temmuz,27,2024-07-27,17:38,Ulaşım,Taksi,Ankara,55.92
2023,Mayıs,27,2023-05-27,05:36,Ulaşım,Taksi,İstanbul,229.18
2024,Mayıs,5,2024-05-05,14:57,Restoran,Kebap,Ankara,191.99
2024,Nisan,24,2024-04-10,14:33,Fatura,İnternet,İzmir,80.0
2024,Mayıs,4,2024-05-04,13:08,Restoran,Pizza,Ankara,109.95
2024,Temmuz,6,2024-07-06,12:10,Restoran,Fast Food,Ankara,95.48
2022,Ekim,17,2022-10-17,14:11,Giyim,Zara,İzmir,360.4
2022,Temmuz,2,2022-07-02,19:02,Giyim,Zara,İstanbul,813.61
2024,Mart,21,2024-03-21,07:44,Ulaşım,Taksi,İzmir,347.3
2023,Mayıs,17,2023-05-17,02:48,Ulaşım,Taksi,İzmir,220.95
2024,Mayıs,7,2024-05-04,13:30,Fatura,İnternet,İstanbul,80.0
2024,Temmuz,8,2024-07-10,21:00,Fatura,Su,Ankara,50.0
2024,Ocak,8,2024-01-08,05:48,Ulaşım,Otobüs,İzmir,169.44
2022,Eylül,3,2022-09-03,18:39,Ulaşım,Otobüs,İstanbul,382.76
2022,Şubat,2,2022-02-02,11:40,Ulaşım,Benzin,İstanbul,345.48
2023,Şubat,6,2023-02-06,05:58,Giyim,LC Waikiki,İzmir,212.14
2022,Ocak,16,2022-01-16,13:06,Restoran,Kebap,İzmir,165.1
2022,Ocak,12,2022-01-12,21:42,Giyim,LC Waikiki,Ankara,398.24
2024,Ocak,21,2024-01-04,14:48,Fatura,Elektrik,İstanbul,100.0
2022,Mart,8,2022-03-20,03:40,Fatura,İnternet,Ankara,88.0
2022,Kasım,24,2022-11-24,13:09,Restoran,Kebap,İzmir,91.62
2024,Mayıs,27,2024-05-27,10:36,Giyim,LC Waikiki,İzmir,871.51
2024,Mayıs,6,2024-05-06,18:40,Giyim,LC Waikiki,Ankara,261.93
2022,Aralık,16,2022-12-28,22:34,Fatura,Su,Ankara,55.0
2024,Haziran,24,2024-06-06,04:10,Fatura,Su,Ankara,50.0
2023,Aralık,1,2023-12-05,13:13,Fatura,Elektrik,Ankara,105.0
2024,Temmuz,26,2024-07-26,21:23,Ulaşım,Otobüs,Ankara,351.43
2024,Mayıs,1,2024-05-01,01:37,Giyim,LC Waikiki,İstanbul,973.06
2022,Ocak,28,2022-01-28,12:47,Giyim,H&M,İzmir,494.31
2024,Şubat,20,2024-02-20,20:22,Ulaşım,Taksi,Ankara,160.9
2023,Ocak,9,2023-01-15,08:46,Fatura,Su,İzmir,52.5
2023,Kasım,15,2023-11-15,12:48,Restoran,Fast Food,İzmir,71.24
2022,Mayıs,14,2022-05-20,06:48,Fatura,Su,İstanbul,55.0
2023,Mayıs,16,2023-05-16,12:17,Restoran,Fast Food,İzmir,158.26
2022,Ocak,21,2022-01-21,03:07,Ulaşım,Taksi,İstanbul,209.2
2024,Temmuz,8,2024-07-24,03:52,Fatura,Elektrik,İzmir,100.0
2023,Nisan,16,2023-04-16,13:22,Restoran,Pizza,Ankara,191.37
2024,Şubat,18,2024-02-18,12:34,Restoran,Pizza,İstanbul,32.66
2023,Aralık,9,2023-12-09,12:56,Giyim,H&M,Ankara,494.84
2022,Nisan,28,2022-04-28,14:35,Restoran,Pizza,İzmir,67.55
2024,Mart,16,2024-03-27,14:49,Fatura,Su,İstanbul,50.0
2022,Aralık,16,2022-12-20,12:49,Fatura,Elektrik,Ankara,110.0
2023,Mart,22,2023-03-22,12:26,Giyim,H&M,İstanbul,144.0
2024,Şubat,16,2024-02-16,12:23,Ulaşım,Benzin,İzmir,188.23
2023,Aralık,11,2023-12-11,13:28,Restoran,Kebap,Ankara,25.58
2024,Temmuz,7,2024-07-07,13:31,Restoran,Kebap,Ankara,90.54
2024,Mayıs,7,2024-05-08,20:06,Fatura,İnternet,İzmir,80.0
2024,Şubat,20,2024-02-20,13:06,Restoran,Fast Food,İstanbul,122.39
2022,Şubat,11,2022-02-11,02:20,Giyim,LC Waikiki,İstanbul,734.59
2023,Ekim,20,2023-10-03,12:11,Fatura,Su,İstanbul,52.5
2024,Temmuz,8,2024-07-22,09:42,Fatura,Elektrik,İstanbul,100.0
2024,Haziran,6,2024-06-06,11:03,Ulaşım,Benzin,İzmir,31.48
2022,Ağustos,25,2022-08-25,13:49,Restoran,Pizza,İzmir,169.9
2023,Ağustos,9,2023-08-09,13:52,Restoran,Fast Food,İzmir,90.02
2022,Mayıs,2,2022-05-02,15:57,Giyim,Zara,İstanbul,954.83
2022,Haziran,10,2022-06-10,13:40,Restoran,Pizza,İzmir,151.01
2022,Ekim,2,2022-10-02,00:12,Giyim,LC Waikiki,Ankara,264.83
2023,Haziran,22,2023-06-22,22:49,Giyim,Zara,İzmir,451.98
2024,Mart,13,2024-03-13,14:53,Restoran,Pizza,İstanbul,164.1
2022,Nisan,28,2022-04-19,02:27,Fatura,Su,Ankara,55.0
2023,Eylül,23,2023-09-23,12:12,Restoran,Pizza,İstanbul,122.5
2023,Ocak,5,2023-01-05,04:59,Giyim,Zara,İzmir,964.44
2024,Nisan,24,2024-04-04,13:28,Fatura,Su,İzmir,50.0
2023,Mayıs,15,2023-05-15,17:27,Ulaşım,Taksi,İzmir,495.33
2023,Nisan,25,2023-04-20,14:16,Fatura,Su,Ankara,52.5
2023,Şubat,26,2023-02-26,12:50,Ulaşım,Taksi,İstanbul,105.88
2023,Şubat,14,2023-02-21,16:28,Fatura,Su,İstanbul,52.5
2023,Temmuz,20,2023-07-20,13:42,Restoran,Pizza,Ankara,32.54
2022,Nisan,7,2022-04-07,13:46,Giyim,LC Waikiki,Ankara,873.45
2023,Şubat,10,2023-02-10,14:47,Restoran,Pizza,İzmir,83.81
2023,Ekim,20,2023-10-20,10:17,Fatura,Elektrik,İzmir,105.0
2022,Haziran,1,2022-06-18,11:33,Fatura,İnternet,Ankara,88.0
2024,Nisan,24,2024-04-02,08:56,Fatura,Elektrik,Ankara,100.0
2024,Temmuz,17,2024-07-17,06:14,Ulaşım,Taksi,Ankara,79.09
2022,Nisan,12,2022-04-12,12:37,Giyim,H&M,Ankara,917.47
2022,Mayıs,24,2022-05-24,12:45,Ulaşım,Benzin,İzmir,449.65
2022,Eylül,9,2022-09-09,00:44,Ulaşım,Otobüs,Ankara,176.39
2023,Mart,10,2023-03-10,19:38,Ulaşım,Otobüs,İzmir,28.49
2022,Eylül,12,2022-09-12,12:00,Restoran,Kebap,İzmir,93.82
2023,Şubat,11,2023-02-11,13:52,Restoran,Kebap,İstanbul,137.1
2023,Ağustos,10,2023-08-10,13:30,Restoran,Pizza,İstanbul,180.51
2023,Mart,15,2023-03-15,01:27,Ulaşım,Taksi,İzmir,71.31
2023,Ekim,16,2023-10-16,03:29,Giyim,Zara,İstanbul,612.17
2022,Ocak,18,2022-01-18,17:56,Giyim,LC Waikiki,İstanbul,180.4
2023,Aralık,16,2023-12-16,05:55,Ulaşım,Taksi,İstanbul,289.17
2022,Haziran,25,2022-06-25,19:59,Ulaşım,Otobüs,İzmir,293.77
2024,Mayıs,19,2024-05-19,07:45,Giyim,Zara,İzmir,961.09
2024,Mart,2,2024-03-02,13:16,Restoran,Kebap,Ankara,191.69
2024,Nisan,25,2024-04-25,12:01,Restoran,Kebap,İzmir,140.91
2024,Mayıs,13,2024-05-13,12:22,Restoran,Kebap,Ankara,46.71
2023,Ekim,13,2023-10-13,01:19,Giyim,LC Waikiki,İzmir,578.05
2022,Ekim,24,2022-10-24,06:12,Ulaşım,Taksi,İzmir,341.94
2022,Aralık,27,2022-12-27,01:09,Ulaşım,Otobüs,İstanbul,300.72
2022,Haziran,1,2022-06-27,15:58,Fatura,İnternet,İzmir,88.0
2024,Haziran,11,2024-06-11,12:28,Restoran,Fast Food,İstanbul,133.71
2024,Nisan,12,2024-04-12,00:16,Giyim,Zara,İstanbul,159.74
2023,Mart,5,2023-03-05,17:00,Giyim,Zara,İstanbul,570.03
2023,Ocak,9,2023-01-12,14:42,Fatura,Elektrik,Ankara,105.0
2024,Mayıs,7,2024-05-21,01:39,Fatura,Elektrik,Ankara,100.0
2023,Aralık,4,2023-12-04,04:37,Giyim,Zara,Ankara,966.51
2024,Nisan,24,2024-04-27,05:28,Fatura,Su,Ankara,50.0
2022,Ekim,16,2022-10-16,01:50,Giyim,H&M,İzmir,121.46
2023,Şubat,21,2023-02-21,11:26,Giyim,H&M,İstanbul,586.12
2022,Kasım,8,2022-11-08,12:52,Ulaşım,Benzin,İzmir,389.24
